TongKetHocKyKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyKey,TongSoTinChiDangKy,TongSoTinChiDat,TongSoTinChiKhongDat,DiemTrungBinhHocKy,DiemTrungBinhTichLuy,DiemRenLuyen,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,TrangThaiCanhBao,MucNguyCo,SoTinChiNoLuyKe,SoHocKyCanhBaoLienTiep
8124,1750,2,6,25,6,11,11,0,2.64,3.01,57,3,4,1,Không cảnh báo,Trung bình,0,0
8125,1750,2,6,25,7,12,12,0,3.25,3.05,69,2,3,1,Không cảnh báo,Trung bình,0,0
8126,1750,2,6,25,8,8,8,0,3.0,3.05,78,3,3,1,Không cảnh báo,Thấp,0,0
8127,1751,2,6,25,1,11,11,0,3.0,3.0,73,3,3,1,Không cảnh báo,Thấp,0,0
8128,1751,2,6,25,2,12,12,0,2.75,2.87,81,3,2,1,Không cảnh báo,Thấp,0,0
8129,1751,2,6,25,3,11,11,0,2.73,2.82,83,3,2,1,Không cảnh báo,Thấp,0,0
8130,1751,2,6,25,4,11,11,0,2.0,2.62,67,4,3,1,Không cảnh báo,Trung bình,0,0
8131,1751,2,6,25,5,11,11,0,2.73,2.64,85,3,2,1,Không cảnh báo,Thấp,0,0
8132,1751,2,6,25,6,11,11,0,3.27,2.75,82,2,2,1,Không cảnh báo,Thấp,0,0
8133,1751,2,6,25,7,12,12,0,3.25,2.82,69,2,3,1,Không cảnh báo,Trung bình,0,0
8134,1751,2,6,25,8,8,8,0,3.0,2.84,68,3,3,1,Không cảnh báo,Trung bình,0,0
8135,1752,2,6,25,1,11,11,0,3.45,3.45,95,2,1,1,Không cảnh báo,Thấp,0,0
8136,1752,2,6,25,2,12,12,0,2.75,3.09,88,3,2,1,Không cảnh báo,Thấp,0,0
8137,1752,2,6,25,3,11,11,0,2.73,2.97,90,3,1,1,Không cảnh báo,Thấp,0,0
8138,1752,2,6,25,4,11,11,0,3.36,3.07,84,2,2,1,Không cảnh báo,Thấp,0,0
8139,1752,2,6,25,5,11,11,0,3.18,3.09,88,3,2,1,Không cảnh báo,Thấp,0,0
8140,1752,2,6,25,6,11,11,0,2.18,2.94,80,4,2,1,Không cảnh báo,Thấp,0,0
8141,1752,2,6,25,7,12,12,0,3.25,2.99,78,2,3,1,Không cảnh báo,Thấp,0,0
8142,1752,2,6,25,8,8,8,0,4.0,3.08,80,1,2,1,Không cảnh báo,Thấp,0,0
8143,1753,2,6,25,1,11,11,0,3.55,3.55,74,2,3,1,Không cảnh báo,Thấp,0,0
8144,1753,2,6,25,2,12,12,0,3.0,3.26,61,3,4,1,Không cảnh báo,Trung bình,0,0
8145,1753,2,6,25,3,11,11,0,3.0,3.18,77,3,3,1,Không cảnh báo,Thấp,0,0
8146,1753,2,6,25,4,11,11,0,2.73,3.07,81,3,2,1,Không cảnh báo,Thấp,0,0
8147,1753,2,6,25,5,11,11,0,2.73,3.0,66,3,3,1,Không cảnh báo,Trung bình,0,0
8148,1753,2,6,25,6,11,11,0,2.82,2.97,88,3,2,1,Không cảnh báo,Thấp,0,0
8149,1753,2,6,25,7,12,12,0,3.25,3.01,85,2,2,1,Không cảnh báo,Thấp,0,0
8150,1753,2,6,25,8,8,8,0,3.0,3.01,78,3,3,1,Không cảnh báo,Thấp,0,0
8151,1754,2,6,25,1,11,11,0,3.45,3.45,82,2,2,1,Không cảnh báo,Thấp,0,0
8152,1754,2,6,25,2,12,12,0,3.5,3.48,82,2,2,1,Không cảnh báo,Thấp,0,0
8153,1754,2,6,25,3,11,11,0,2.27,3.09,76,4,3,1,Không cảnh báo,Thấp,0,0
8154,1754,2,6,25,4,11,8,3,2.36,2.91,80,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
8155,1754,2,6,25,5,11,9,2,2.73,2.88,77,3,3,1,Không cảnh báo,Trung bình,3,0
8156,1754,2,6,25,6,11,11,0,3.27,2.94,79,2,3,1,Không cảnh báo,Trung bình,3,0
8157,1754,2,6,25,7,12,12,0,3.17,2.97,72,3,3,1,Không cảnh báo,Thấp,1,0
8158,1754,2,6,25,8,8,8,0,3.25,3.0,77,2,3,1,Không cảnh báo,Thấp,0,0
8159,1755,2,6,25,1,11,11,0,3.45,3.45,68,2,3,1,Không cảnh báo,Trung bình,0,0
8160,1755,2,6,25,2,12,12,0,3.25,3.35,90,2,1,1,Không cảnh báo,Thấp,0,0
8161,1755,2,6,25,3,11,8,3,2.18,2.97,57,4,4,2,Cảnh báo nhẹ,Trung bình,3,1
8162,1755,2,6,25,4,11,11,0,2.73,2.91,87,3,2,1,Không cảnh báo,Trung bình,3,0
8163,1755,2,6,25,5,11,11,0,3.27,2.98,69,2,3,1,Không cảnh báo,Trung bình,0,0
8164,1755,2,6,25,6,11,11,0,2.45,2.9,66,4,3,1,Không cảnh báo,Trung bình,0,0
8165,1755,2,6,25,7,12,12,0,3.0,2.91,67,3,3,1,Không cảnh báo,Trung bình,0,0
8166,1755,2,6,25,8,8,8,0,3.25,2.94,81,2,2,1,Không cảnh báo,Thấp,0,0
8167,1756,2,6,25,1,11,11,0,3.0,3.0,82,3,2,1,Không cảnh báo,Thấp,0,0
8168,1756,2,6,25,2,12,12,0,3.0,3.0,76,3,3,1,Không cảnh báo,Thấp,0,0
8169,1756,2,6,25,3,11,11,0,2.45,2.82,71,4,3,1,Không cảnh báo,Thấp,0,0
8170,1756,2,6,25,4,11,11,0,2.73,2.8,69,3,3,1,Không cảnh báo,Trung bình,0,0
8171,1756,2,6,25,5,11,11,0,2.73,2.79,83,3,2,1,Không cảnh báo,Thấp,0,0
8172,1756,2,6,25,6,11,11,0,2.73,2.78,81,3,2,1,Không cảnh báo,Thấp,0,0
8173,1756,2,6,25,7,12,12,0,3.58,2.9,74,2,3,1,Không cảnh báo,Thấp,0,0
8174,1756,2,6,25,8,8,8,0,3.75,2.98,71,1,3,1,Không cảnh báo,Thấp,0,0
8175,1757,2,6,25,1,11,11,0,2.91,2.91,82,3,2,1,Không cảnh báo,Thấp,0,0
8176,1757,2,6,25,2,12,12,0,3.25,3.09,82,2,2,1,Không cảnh báo,Thấp,0,0
8177,1757,2,6,25,3,11,11,0,3.27,3.15,76,2,3,1,Không cảnh báo,Thấp,0,0
8178,1757,2,6,25,4,11,5,6,1.09,2.64,74,5,3,4,Cảnh báo nghiêm trọng,Trung bình,6,1
8179,1757,2,6,25,5,11,11,0,2.45,2.61,80,4,2,1,Không cảnh báo,Thấp,2,0
8180,1757,2,6,25,6,11,11,0,2.36,2.57,72,4,3,1,Không cảnh báo,Thấp,0,0
8181,1757,2,6,25,7,12,12,0,3.17,2.66,80,3,2,1,Không cảnh báo,Thấp,0,0
8182,1757,2,6,25,8,8,8,0,4.0,2.78,74,1,3,1,Không cảnh báo,Thấp,0,0
8183,1758,2,6,25,1,11,11,0,3.27,3.27,82,2,2,1,Không cảnh báo,Thấp,0,0
8184,1758,2,6,25,2,12,12,0,2.75,3.0,83,3,2,1,Không cảnh báo,Thấp,0,0
8185,1758,2,6,25,3,11,11,0,2.36,2.79,86,4,2,1,Không cảnh báo,Thấp,0,0
8186,1758,2,6,25,4,11,11,0,2.82,2.8,69,3,3,1,Không cảnh báo,Trung bình,0,0
8187,1758,2,6,25,5,11,11,0,2.73,2.79,77,3,3,1,Không cảnh báo,Thấp,0,0
8188,1758,2,6,25,6,11,11,0,3.0,2.82,70,3,3,1,Không cảnh báo,Thấp,0,0
8189,1758,2,6,25,7,12,12,0,3.58,2.94,70,2,3,1,Không cảnh báo,Thấp,0,0
8190,1758,2,6,25,8,8,8,0,3.75,3.01,80,1,2,1,Không cảnh báo,Thấp,0,0
8191,1759,2,6,25,1,11,11,0,2.82,2.82,79,3,3,1,Không cảnh báo,Thấp,0,0
8192,1759,2,6,25,2,12,12,0,3.0,2.91,79,3,3,1,Không cảnh báo,Thấp,0,0
8193,1759,2,6,25,3,11,11,0,2.73,2.85,75,3,3,1,Không cảnh báo,Thấp,0,0
8194,1759,2,6,25,4,11,8,3,1.91,2.62,66,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
8195,1759,2,6,25,5,11,11,0,3.18,2.73,83,3,2,1,Không cảnh báo,Thấp,0,0
8196,1759,2,6,25,6,11,8,3,2.64,2.72,59,3,4,2,Cảnh báo nhẹ,Trung bình,3,1
8197,1759,2,6,25,7,12,12,0,3.0,2.76,75,3,3,1,Không cảnh báo,Thấp,1,0
8198,1759,2,6,25,8,8,8,0,3.25,2.8,69,2,3,1,Không cảnh báo,Trung bình,0,0
8199,1760,2,6,25,1,11,11,0,3.55,3.55,85,2,2,1,Không cảnh báo,Thấp,0,0
8200,1760,2,6,25,2,12,12,0,3.25,3.39,74,2,3,1,Không cảnh báo,Thấp,0,0
8201,1760,2,6,25,3,11,8,3,2.45,3.09,76,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8202,1760,2,6,25,4,11,5,6,1.36,2.67,61,5,4,4,Cảnh báo nghiêm trọng,Cao,9,2
8203,1760,2,6,25,5,11,9,2,2.45,2.62,56,4,4,1,Không cảnh báo,Cao,8,0
8204,1760,2,6,25,6,11,11,0,3.0,2.69,86,3,2,1,Không cảnh báo,Trung bình,6,0
8205,1760,2,6,25,7,12,12,0,2.75,2.7,76,3,3,1,Không cảnh báo,Thấp,2,0
8206,1760,2,6,25,8,8,8,0,3.0,2.72,80,3,2,1,Không cảnh báo,Thấp,0,0
8207,1761,2,6,25,1,11,11,0,2.82,2.82,85,3,2,1,Không cảnh báo,Thấp,0,0
8208,1761,2,6,25,2,12,12,0,3.0,2.91,90,3,1,1,Không cảnh báo,Thấp,0,0
8209,1761,2,6,25,3,11,8,3,1.91,2.59,59,5,4,2,Cảnh báo nhẹ,Trung bình,3,1
8210,1761,2,6,25,4,11,11,0,1.91,2.42,77,5,3,2,Cảnh báo nhẹ,Cao,1,2
8211,1761,2,6,25,5,11,9,2,2.18,2.38,70,4,3,1,Không cảnh báo,Trung bình,3,0
8212,1761,2,6,25,6,11,8,3,2.0,2.31,69,4,3,2,Cảnh báo nhẹ,Trung bình,4,1
8213,1761,2,6,25,7,12,12,0,3.25,2.46,73,2,3,1,Không cảnh báo,Trung bình,2,0
8214,1761,2,6,25,8,8,8,0,3.75,2.57,73,1,3,1,Không cảnh báo,Thấp,0,0
8215,1762,2,6,25,1,11,11,0,2.45,2.45,89,4,2,1,Không cảnh báo,Trung bình,0,0
8216,1762,2,6,25,2,12,12,0,3.25,2.87,91,2,1,1,Không cảnh báo,Thấp,0,0
8217,1762,2,6,25,3,11,11,0,2.64,2.79,76,3,3,1,Không cảnh báo,Thấp,0,0
8218,1762,2,6,25,4,11,11,0,2.0,2.6,80,4,2,1,Không cảnh báo,Thấp,0,0
8219,1762,2,6,25,5,11,11,0,2.73,2.62,81,3,2,1,Không cảnh báo,Thấp,0,0
8220,1762,2,6,25,6,11,11,0,3.0,2.69,76,3,3,1,Không cảnh báo,Thấp,0,0
8221,1762,2,6,25,7,12,12,0,3.0,2.73,80,3,2,1,Không cảnh báo,Thấp,0,0
8222,1762,2,6,25,8,8,8,0,3.0,2.76,71,3,3,1,Không cảnh báo,Thấp,0,0
8223,1763,2,6,25,1,11,8,3,2.45,2.45,78,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8224,1763,2,6,25,2,12,9,3,2.25,2.35,77,4,3,2,Cảnh báo nhẹ,Cao,3,2
8225,1763,2,6,25,3,11,8,3,2.18,2.29,81,4,2,2,Cảnh báo nhẹ,Cao,6,3
8226,1763,2,6,25,4,11,11,0,2.64,2.38,82,3,2,1,Không cảnh báo,Trung bình,6,0
8227,1763,2,6,25,5,11,11,0,3.27,2.55,71,2,3,1,Không cảnh báo,Thấp,0,0
8228,1763,2,6,25,6,11,9,2,1.91,2.45,66,5,3,2,Cảnh báo nhẹ,Trung bình,2,1
8229,1763,2,6,25,7,12,12,0,3.33,2.58,71,2,3,1,Không cảnh báo,Thấp,0,0
8230,1763,2,6,25,8,8,8,0,2.75,2.6,80,3,2,1,Không cảnh báo,Thấp,0,0
8231,1764,2,6,25,1,11,8,3,2.64,2.64,57,3,4,2,Cảnh báo nhẹ,Trung bình,3,1
8232,1764,2,6,25,2,12,12,0,3.25,2.96,76,2,3,1,Không cảnh báo,Thấp,0,0
8233,1764,2,6,25,3,11,11,0,2.27,2.74,74,4,3,1,Không cảnh báo,Thấp,0,0
8234,1764,2,6,25,4,11,8,3,1.91,2.53,81,5,2,2,Cảnh báo nhẹ,Trung bình,3,1
8235,1764,2,6,25,5,11,11,0,2.45,2.52,75,4,3,1,Không cảnh báo,Thấp,0,0
8236,1764,2,6,25,6,11,11,0,3.18,2.63,68,3,3,1,Không cảnh báo,Trung bình,0,0
8237,1764,2,6,25,7,12,12,0,3.0,2.68,74,3,3,1,Không cảnh báo,Thấp,0,0
8238,1764,2,6,25,8,8,8,0,4.0,2.8,82,1,2,1,Không cảnh báo,Thấp,0,0
8239,1765,2,6,25,1,11,11,0,3.45,3.45,83,2,2,1,Không cảnh báo,Thấp,0,0
8240,1765,2,6,25,2,12,12,0,3.0,3.22,85,3,2,1,Không cảnh báo,Thấp,0,0
8241,1765,2,6,25,3,11,11,0,2.73,3.06,83,3,2,1,Không cảnh báo,Thấp,0,0
8242,1765,2,6,25,4,11,11,0,2.73,2.98,77,3,3,1,Không cảnh báo,Thấp,0,0
8243,1765,2,6,25,5,11,11,0,2.73,2.93,73,3,3,1,Không cảnh báo,Thấp,0,0
8244,1765,2,6,25,6,11,11,0,3.0,2.94,78,3,3,1,Không cảnh báo,Thấp,0,0
8245,1765,2,6,25,7,12,12,0,3.25,2.99,69,2,3,1,Không cảnh báo,Trung bình,0,0
8246,1765,2,6,25,8,8,8,0,3.5,3.03,87,2,2,1,Không cảnh báo,Thấp,0,0
8247,1766,2,6,25,1,11,11,0,3.18,3.18,74,3,3,1,Không cảnh báo,Thấp,0,0
8248,1766,2,6,25,2,12,9,3,2.25,2.7,67,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8249,1766,2,6,25,3,11,11,0,2.45,2.62,83,4,2,1,Không cảnh báo,Thấp,1,0
8250,1766,2,6,25,4,11,11,0,2.18,2.51,66,4,3,1,Không cảnh báo,Trung bình,0,0
8251,1766,2,6,25,5,11,8,3,1.45,2.3,80,5,2,4,Cảnh báo nghiêm trọng,Trung bình,3,1
8252,1766,2,6,25,6,11,8,3,2.64,2.36,72,3,3,2,Cảnh báo nhẹ,Cao,6,2
8253,1766,2,6,25,7,12,12,0,3.25,2.49,81,2,2,1,Không cảnh báo,Trung bình,6,0
8254,1766,2,6,25,8,8,8,0,3.75,2.61,65,1,3,1,Không cảnh báo,Trung bình,6,0
8255,1767,2,6,26,3,11,11,0,3.55,3.55,71,2,3,1,Không cảnh báo,Thấp,0,0
8256,1767,2,6,26,4,12,12,0,2.75,3.13,70,3,3,1,Không cảnh báo,Thấp,0,0
8257,1767,2,6,26,5,11,11,0,2.55,2.94,79,3,3,1,Không cảnh báo,Thấp,0,0
8258,1767,2,6,26,6,11,11,0,3.0,2.96,78,3,3,1,Không cảnh báo,Thấp,0,0
8259,1767,2,6,26,7,11,9,2,2.73,2.91,84,3,2,1,Không cảnh báo,Thấp,2,0
8260,1767,2,6,26,8,11,11,0,2.0,2.76,74,4,3,1,Không cảnh báo,Thấp,0,0
8261,1768,2,6,26,3,11,11,0,2.18,2.18,82,4,2,1,Không cảnh báo,Trung bình,0,0
8262,1768,2,6,26,4,12,12,0,2.0,2.09,81,4,2,1,Không cảnh báo,Trung bình,0,0
8263,1768,2,6,26,5,11,8,3,1.64,1.94,74,5,3,3,Cảnh báo trung bình,Cao,3,1
8264,1768,2,6,26,6,11,8,3,1.64,1.87,80,5,2,3,Cảnh báo trung bình,Cao,6,2
8265,1768,2,6,26,7,11,11,0,2.73,2.04,73,3,3,1,Không cảnh báo,Trung bình,0,0
8266,1768,2,6,26,8,11,11,0,2.27,2.07,80,4,2,1,Không cảnh báo,Trung bình,0,0
8267,1769,2,6,26,3,11,11,0,2.73,2.73,78,3,3,1,Không cảnh báo,Thấp,0,0
8268,1769,2,6,26,4,12,12,0,2.75,2.74,66,3,3,1,Không cảnh báo,Trung bình,0,0
8269,1769,2,6,26,5,11,9,2,2.45,2.65,70,4,3,1,Không cảnh báo,Thấp,2,0
8270,1769,2,6,26,6,11,5,6,0.91,2.22,53,5,4,4,Cảnh báo nghiêm trọng,Cao,8,1
8271,1769,2,6,26,7,11,9,2,1.64,2.11,61,5,4,3,Cảnh báo trung bình,Cao,10,2
8272,1769,2,6,26,8,11,11,0,2.55,2.18,63,3,4,1,Không cảnh báo,Cao,10,0
8273,1770,2,6,26,3,11,11,0,3.45,3.45,81,2,2,1,Không cảnh báo,Thấp,0,0
8274,1770,2,6,26,4,12,12,0,3.0,3.22,77,3,3,1,Không cảnh báo,Thấp,0,0
8275,1770,2,6,26,5,11,11,0,2.27,2.91,70,4,3,1,Không cảnh báo,Thấp,0,0
8276,1770,2,6,26,6,11,11,0,2.0,2.69,83,4,2,1,Không cảnh báo,Thấp,0,0
8277,1770,2,6,26,7,11,11,0,3.09,2.77,77,3,3,1,Không cảnh báo,Thấp,0,0
8278,1770,2,6,26,8,11,11,0,2.45,2.72,64,4,4,1,Không cảnh báo,Trung bình,0,0
8279,1771,2,6,26,3,11,11,0,3.18,3.18,79,3,3,1,Không cảnh báo,Thấp,0,0
8280,1771,2,6,26,4,12,12,0,2.75,2.96,73,3,3,1,Không cảnh báo,Thấp,0,0
8281,1771,2,6,26,5,11,8,3,1.64,2.53,74,5,3,3,Cảnh báo trung bình,Trung bình,3,1
8282,1771,2,6,26,6,11,5,6,1.09,2.18,67,5,3,4,Cảnh báo nghiêm trọng,Cao,7,2
8283,1771,2,6,26,7,11,11,0,3.0,2.34,72,3,3,1,Không cảnh báo,Cao,7,0
8284,1771,2,6,26,8,11,11,0,2.36,2.34,79,4,3,1,Không cảnh báo,Trung bình,3,0
8285,1772,2,6,26,3,11,8,3,2.18,2.18,82,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
8286,1772,2,6,26,4,12,12,0,2.75,2.48,71,3,3,1,Không cảnh báo,Trung bình,1,0
8287,1772,2,6,26,5,11,11,0,2.91,2.62,66,3,3,1,Không cảnh báo,Trung bình,1,0
8288,1772,2,6,26,6,11,11,0,3.09,2.73,72,3,3,1,Không cảnh báo,Thấp,1,0
8289,1772,2,6,26,7,11,9,2,2.45,2.68,83,4,2,1,Không cảnh báo,Thấp,2,0
8290,1772,2,6,26,8,11,8,3,1.91,2.55,67,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
8291,1773,2,6,26,3,11,11,0,3.0,3.0,70,3,3,1,Không cảnh báo,Thấp,0,0
8292,1773,2,6,26,4,12,9,3,1.75,2.35,66,5,3,3,Cảnh báo trung bình,Trung bình,3,1
8293,1773,2,6,26,5,11,11,0,1.64,2.12,63,5,4,3,Cảnh báo trung bình,Cao,0,2
8294,1773,2,6,26,6,11,11,0,2.0,2.09,77,4,3,1,Không cảnh báo,Trung bình,0,0
8295,1773,2,6,26,7,11,11,0,2.73,2.21,75,3,3,1,Không cảnh báo,Trung bình,0,0
8296,1773,2,6,26,8,11,11,0,2.18,2.21,81,4,2,1,Không cảnh báo,Trung bình,0,0
8297,1774,2,6,26,3,11,11,0,3.18,3.18,86,3,2,1,Không cảnh báo,Thấp,0,0
8298,1774,2,6,26,4,12,12,0,2.75,2.96,78,3,3,1,Không cảnh báo,Thấp,0,0
8299,1774,2,6,26,5,11,11,0,2.73,2.88,80,3,2,1,Không cảnh báo,Thấp,0,0
8300,1774,2,6,26,6,11,8,3,2.09,2.69,75,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8301,1774,2,6,26,7,11,11,0,3.09,2.77,75,3,3,1,Không cảnh báo,Trung bình,3,0
8302,1774,2,6,26,8,11,11,0,2.45,2.72,81,4,2,1,Không cảnh báo,Thấp,1,0
8303,1775,2,6,26,3,11,11,0,3.0,3.0,77,3,3,1,Không cảnh báo,Thấp,0,0
8304,1775,2,6,26,4,12,12,0,2.75,2.87,89,3,2,1,Không cảnh báo,Thấp,0,0
8305,1775,2,6,26,5,11,8,3,2.27,2.68,72,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8306,1775,2,6,26,6,11,11,0,3.27,2.82,79,2,3,1,Không cảnh báo,Thấp,0,0
8307,1775,2,6,26,7,11,11,0,3.0,2.86,84,3,2,1,Không cảnh báo,Thấp,0,0
8308,1775,2,6,26,8,11,11,0,2.55,2.81,79,3,3,1,Không cảnh báo,Thấp,0,0
8309,1776,2,6,26,3,11,11,0,2.18,2.18,75,4,3,1,Không cảnh báo,Trung bình,0,0
8310,1776,2,6,26,4,12,9,3,2.25,2.22,75,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8311,1776,2,6,26,5,11,8,3,2.27,2.24,62,4,4,2,Cảnh báo nhẹ,Cao,6,2
8312,1776,2,6,26,6,11,9,2,1.64,2.09,69,5,3,3,Cảnh báo trung bình,Cao,8,3
8313,1776,2,6,26,7,11,8,3,2.0,2.07,68,4,3,2,Cảnh báo nhẹ,Cao,11,4
8314,1776,2,6,26,8,11,9,2,1.64,2.0,74,5,3,3,Cảnh báo trung bình,Cao,13,5
8315,1777,2,6,26,3,11,8,3,1.64,1.64,67,5,3,3,Cảnh báo trung bình,Cao,3,1
8316,1777,2,6,26,4,12,9,3,2.25,1.96,62,4,4,2,Cảnh báo nhẹ,Cao,6,2
8317,1777,2,6,26,5,11,8,3,2.18,2.03,86,4,2,2,Cảnh báo nhẹ,Cao,9,3
8318,1777,2,6,26,6,11,8,3,1.64,1.93,65,5,3,3,Cảnh báo trung bình,Cao,12,4
8319,1777,2,6,26,7,11,5,6,0.82,1.71,65,5,3,4,Cảnh báo nghiêm trọng,Cao,18,5
8320,1777,2,6,26,8,11,11,0,2.91,1.91,91,3,1,2,Cảnh báo nhẹ,Cao,18,6
8321,1778,2,6,26,3,11,11,0,2.45,2.45,82,4,2,1,Không cảnh báo,Trung bình,0,0
8322,1778,2,6,26,4,12,12,0,3.0,2.74,92,3,1,1,Không cảnh báo,Thấp,0,0
8323,1778,2,6,26,5,11,8,3,1.91,2.47,69,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
8324,1778,2,6,26,6,11,11,0,2.82,2.56,73,3,3,1,Không cảnh báo,Thấp,0,0
8325,1778,2,6,26,7,11,11,0,2.82,2.61,84,3,2,1,Không cảnh báo,Thấp,0,0
8326,1778,2,6,26,8,11,9,2,2.45,2.58,83,4,2,1,Không cảnh báo,Thấp,2,0
8327,1779,2,6,26,3,11,11,0,3.0,3.0,68,3,3,1,Không cảnh báo,Trung bình,0,0
8328,1779,2,6,26,4,12,9,3,2.25,2.61,86,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
8329,1779,2,6,26,5,11,8,3,1.64,2.29,76,5,3,3,Cảnh báo trung bình,Cao,6,2
8330,1779,2,6,26,6,11,8,3,1.64,2.13,70,5,3,3,Cảnh báo trung bình,Cao,9,3
8331,1779,2,6,26,7,11,11,0,2.82,2.27,74,3,3,1,Không cảnh báo,Cao,9,0
8332,1779,2,6,26,8,11,11,0,3.0,2.39,75,3,3,1,Không cảnh báo,Trung bình,3,0
8333,1780,2,6,26,3,11,11,0,3.27,3.27,78,2,3,1,Không cảnh báo,Thấp,0,0
8334,1780,2,6,26,4,12,12,0,3.0,3.13,75,3,3,1,Không cảnh báo,Thấp,0,0
8335,1780,2,6,26,5,11,11,0,2.09,2.79,82,4,2,1,Không cảnh báo,Thấp,0,0
8336,1780,2,6,26,6,11,11,0,2.73,2.78,74,3,3,1,Không cảnh báo,Thấp,0,0
8337,1780,2,6,26,7,11,11,0,2.45,2.71,65,4,3,1,Không cảnh báo,Trung bình,0,0
8338,1780,2,6,26,8,11,8,3,2.18,2.63,75,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8339,1781,2,6,26,3,11,11,0,3.36,3.36,90,2,1,1,Không cảnh báo,Thấp,0,0
8340,1781,2,6,26,4,12,12,0,3.0,3.17,80,3,2,1,Không cảnh báo,Thấp,0,0
8341,1781,2,6,26,5,11,5,6,1.45,2.62,73,5,3,4,Cảnh báo nghiêm trọng,Trung bình,6,1
8342,1781,2,6,26,6,11,11,0,2.45,2.58,83,4,2,1,Không cảnh báo,Trung bình,6,0
8343,1781,2,6,26,7,11,11,0,2.73,2.61,69,3,3,1,Không cảnh báo,Trung bình,4,0
8344,1781,2,6,26,8,11,6,5,1.64,2.45,64,5,4,3,Cảnh báo trung bình,Cao,7,1
8345,1782,2,6,26,3,11,11,0,2.91,2.91,82,3,2,1,Không cảnh báo,Thấp,0,0
8346,1782,2,6,26,4,12,12,0,2.25,2.57,77,4,3,1,Không cảnh báo,Thấp,0,0
8347,1782,2,6,26,5,11,11,0,2.91,2.68,77,3,3,1,Không cảnh báo,Thấp,0,0
8348,1782,2,6,26,6,11,11,0,2.27,2.58,73,4,3,1,Không cảnh báo,Thấp,0,0
8349,1782,2,6,26,7,11,11,0,2.73,2.61,84,3,2,1,Không cảnh báo,Thấp,0,0
8350,1782,2,6,26,8,11,11,0,3.0,2.67,77,3,3,1,Không cảnh báo,Thấp,0,0
8351,1783,2,6,26,3,11,11,0,3.27,3.27,80,2,2,1,Không cảnh báo,Thấp,0,0
8352,1783,2,6,26,4,12,12,0,2.75,3.0,83,3,2,1,Không cảnh báo,Thấp,0,0
8353,1783,2,6,26,5,11,11,0,2.27,2.76,62,4,4,1,Không cảnh báo,Trung bình,0,0
8354,1783,2,6,26,6,11,11,0,2.09,2.6,61,4,4,1,Không cảnh báo,Trung bình,0,0
8355,1783,2,6,26,7,11,11,0,2.18,2.52,82,4,2,1,Không cảnh báo,Thấp,0,0
8356,1783,2,6,26,8,11,11,0,3.36,2.66,66,2,3,1,Không cảnh báo,Trung bình,0,0
8357,1784,2,6,26,3,11,11,0,2.82,2.82,75,3,3,1,Không cảnh báo,Thấp,0,0
8358,1784,2,6,26,4,12,9,3,2.25,2.52,92,4,1,2,Cảnh báo nhẹ,Trung bình,3,1
8359,1784,2,6,26,5,11,11,0,1.82,2.29,79,5,3,2,Cảnh báo nhẹ,Cao,3,2
8360,1784,2,6,26,6,11,11,0,2.45,2.33,79,4,3,1,Không cảnh báo,Trung bình,0,0
8361,1784,2,6,26,7,11,11,0,2.55,2.38,67,3,3,1,Không cảnh báo,Trung bình,0,0
8362,1784,2,6,26,8,11,11,0,3.0,2.48,91,3,1,1,Không cảnh báo,Trung bình,0,0
8363,1785,2,6,26,3,11,11,0,3.18,3.18,69,3,3,1,Không cảnh báo,Trung bình,0,0
8364,1785,2,6,26,4,12,12,0,2.25,2.7,66,4,3,1,Không cảnh báo,Trung bình,0,0
8365,1785,2,6,26,5,11,8,3,1.82,2.41,83,5,2,2,Cảnh báo nhẹ,Trung bình,3,1
8366,1785,2,6,26,6,11,11,0,2.18,2.36,77,4,3,1,Không cảnh báo,Trung bình,3,0
8367,1785,2,6,26,7,11,11,0,2.64,2.41,69,3,3,1,Không cảnh báo,Trung bình,3,0
8368,1785,2,6,26,8,11,11,0,2.82,2.48,71,3,3,1,Không cảnh báo,Trung bình,1,0
8369,1786,2,6,26,3,11,11,0,2.73,2.73,71,3,3,1,Không cảnh báo,Thấp,0,0
8370,1786,2,6,26,4,12,12,0,2.75,2.74,95,3,1,1,Không cảnh báo,Thấp,0,0
8371,1786,2,6,26,5,11,8,3,1.82,2.44,77,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
8372,1786,2,6,26,6,11,11,0,2.82,2.53,73,3,3,1,Không cảnh báo,Trung bình,3,0
8373,1786,2,6,26,7,11,11,0,2.55,2.54,82,3,2,1,Không cảnh báo,Thấp,0,0
